No.;Data perangkat;Unit;Merk;Tipe;S/N;Lokasi;Data Pemeliharaan;IP
;;;;;NK7F000469;C14;;
;;;;;NK7F000315;C15;;
;;;;;NK7F000399;C16;;
;;;;;NK7F000463;C17;;
;;;;;NK7F000317;C18;;
;;;;;NK7F000465;C19;;
;;;;;NK7F000432;C20;;
;;;;;NK7F000441;C21;;
;;;;;NK7F000239;C22;;
;;;;;NK7F000163;C23;;
;;;;;NK7F000169;C24;;
;;;;;NK7F000476;D1;;
;;;;;NK7F000156;D2;;
;;;;;NK7F000400;D3;;
;;;;;NK7F000440;D4;;
;;;;;NK7F000477;D5;;
;;;;;NK7F001654;D6;;
;;;;;NK7F000430;D7;;
;;;;;NK7F000460;D8;;
;;;;;NK7F000423;D9;;
;;;;;NK7F000417;D10;;
;;;;;NK7F000431;D11;;
;;;;;NK7F000437;D14;;
;;;;;NK6F001650;D15;;
;;;;;NK7F000408;D16;;
;;;;;NK7F000446;D17;;
;;;;;NK7F000404;D18;;
;;;;;NK7F000447;D19;;
;;;;;NK7F000454;D20;;
;;;;;NK7F000412;D21;;
;;;;;NK7F000436;D22;;
;;;;;NK7F000448;D23;;
;;;;;NK7F000455;D24;;
;;;;;;;;
13;Bagtag printer;81;Zebra;S4M;;;;
;Bagtag printer;1;Zebra;S4M;03J124201648;Counter Checkin A1;kontrak: 80;
;Bagtag printer;1;Zebra;S4M;03J124201518;Counter Checkin A2;;
;Bagtag printer;1;Zebra;S4M;03J124300535;Counter Checkin A3;;
;Bagtag printer;1;Zebra;S4M;03J130200345;Counter Checkin A4;;
;Bagtag printer;1;Zebra;S4M;03J114501288;Counter Checkin A5;;
;Bagtag printer;1;Zebra;S4M;03J124300552;Counter Checkin A6;;
;Bagtag printer;1;Zebra;S4M;03J124201516;Counter Checkin A7;;
;Bagtag printer;1;Zebra;S4M;03J124300517;Counter Checkin A8;;
;Bagtag printer;1;Zebra;S4M;03J124300514;Counter Checkin A9;;
;Bagtag printer;1;Zebra;S4M;03J124300519;Counter Checkin A10;;
;Bagtag printer;1;Zebra;S4M;03J114601026;Counter Checkin A11;;
;Bagtag printer;1;Zebra;S4M;03J124300539;Counter Checkin A14 ;;
;Bagtag printer;1;Zebra;S4M;03J130801563;Counter Checkin A15;;
;Bagtag printer;1;Zebra;S4M;03J111401537;Counter Checkin A16;;
;Bagtag printer;1;Zebra;S4M;03J124201522;Counter Checkin A17;;
;Bagtag printer;1;Zebra;S4M;03J124201655;Counter Checkin A18;;
;Bagtag printer;1;Zebra;S4M;03J131100649;Counter Checkin B1;;
;Bagtag printer;1;Zebra;S4M;03J124201645;Counter Checkin B2;;
;Bagtag printer;1;Zebra;S4M;03J124201651;Counter Checkin B3;;
;Bagtag printer;1;Zebra;S4M;03J124300532;Counter Checkin B4;;
;Bagtag printer;1;Zebra;S4M;03J124201512;Counter Checkin B5;;
;Bagtag printer;1;Zebra;S4M;03J124300524;Counter Checkin B6;;
;Bagtag printer;1;Zebra;S4M;03J130801584;Counter Checkin B7;;
;Bagtag printer;1;Zebra;S4M;03J124201647;Counter Checkin B8;;
;Bagtag printer;1;Zebra;S4M;03J124300530;Counter Checkin B9;;
;Bagtag printer;1;Zebra;S4M;03J124300540;Counter Checkin B10;;
;Bagtag printer;1;Zebra;S4M;03J114700843;Counter Checkin B11;;
;Bagtag printer;1;Zebra;S4M;03J124201643;Counter Checkin B14;;
;Bagtag printer;1;Zebra;S4M;03J124300526;Counter Checkin B15;;
;Bagtag printer;1;Zebra;S4M;03J124300529;Counter Checkin B16;;
;Bagtag printer;1;Zebra;S4M;03J114501973;Counter Checkin B17;;
;Bagtag printer;1;Zebra;S4M;03J114501396;Counter Checkin B18;;
;Bagtag printer;1;Zebra;S4M;03J124201687;Counter Checkin B19;;
;Bagtag printer;1;Zebra;S4M;03J124201656;Counter Checkin B20;;
;Bagtag printer;1;Zebra;S4M;03J130801566;Counter Checkin B21;;
;Bagtag printer;1;Zebra;S4M;03J130801575;Counter Checkin B22;;
;Bagtag printer;1;Zebra;S4M;03J124201682;Counter Checkin B23;;
;Bagtag printer;1;Zebra;S4M;03J124201520;Counter Checkin B24;;
;Bagtag printer;1;Zebra;S4M;03J114501517;Counter Checkin C1;;
;Bagtag printer;1;Zebra;S4M;03J124201686;Counter Checkin C2;;
;Bagtag printer;1;Zebra;S4M;03J124201658;Counter Checkin C3;;
;Bagtag printer;1;Zebra;S4M;03J124300536;Counter Checkin C4;;
;Bagtag printer;1;Zebra;S4M;03J130801604;Counter Checkin C5;;
;Bagtag printer;1;Zebra;S4M;03J131100651;Counter Checkin C6;;
;Bagtag printer;1;Zebra;S4M;03J114501861;Counter Checkin C7;;
;Bagtag printer;1;Zebra;S4M;03J114700847;Counter Checkin C8;;
;Bagtag printer;1;Zebra;S4M;03J114700740;Counter Checkin C9;;
;Bagtag printer;1;Zebra;S4M;03J114700626;Counter Checkin C10;;
;Bagtag printer;1;Zebra;S4M;03J124201646;Counter Checkin C14;;
;Bagtag printer;1;Zebra;S4M;03J124201644;Counter Checkin C15;;
;Bagtag printer;1;Zebra;S4M;03J124201514;Counter Checkin C16;;
;Bagtag printer;1;Zebra;S4M;03J124300513;Counter Checkin C17;;
;Bagtag printer;1;Zebra;S4M;03J124201653;Counter Checkin C18;;
;Bagtag printer;1;Zebra;S4M;03J124300537;Counter Checkin C19;;
;Bagtag printer;1;Zebra;S4M;03J124300538;Counter Checkin C20;;
;Bagtag printer;1;Zebra;S4M;03J114501405;Counter Checkin C21;;
;Bagtag printer;1;Zebra;S4M;03J114601043;Counter Checkin C22;;
;Bagtag printer;1;Zebra;S4M;03J124201515;Counter Checkin C23;;
;Bagtag printer;1;Zebra;S4M;03J130801588;Counter Checkin C24;;
;Bagtag printer;1;Zebra;S4M;03J124201519;Counter Checkin D1;;
;Bagtag printer;1;Zebra;S4M;03J114601110;Counter Checkin D2;;
;Bagtag printer;1;Zebra;S4M;03J114700716;Counter Checkin D3;;
;Bagtag printer;1;Zebra;S4M;03J124201691;Counter Checkin D4;;
;Bagtag printer;1;Zebra;S4M;03J130801582;Counter Checkin D5;;
;Bagtag printer;1;Zebra;S4M;03J114700790;Counter Checkin D6;;
;Bagtag printer;1;Zebra;S4M;03J124201525;Counter Checkin D7;;
;Bagtag printer;1;Zebra;S4M;03J124800617;Counter Checkin D8;;
;Bagtag printer;1;Zebra;S4M;03J114601068;Counter Checkin D9;;
;Bagtag printer;1;Zebra;S4M;03J130801581;Counter Checkin D10;;
;Bagtag printer;1;Zebra;S4M;03J114700848;Counter Checkin D14;;
;Bagtag printer;1;Zebra;S4M;03J130801591;Counter Checkin D15;;
;Bagtag printer;1;Zebra;S4M;03J114701180;Counter Checkin D16;;
;Bagtag printer;1;Zebra;S4M;03J124300512;Counter Checkin D17;;
;Bagtag printer;1;Zebra;S4M;03J124300533;Counter Checkin D18;;
;Bagtag printer;1;Zebra;S4M;03J114601175;Counter Checkin D19;;
;Bagtag printer;1;Zebra;S4M;03J114601273;Counter Checkin D20;;
;Bagtag printer;1;Zebra;S4M;03J124300521;Counter Checkin D21;;
;Bagtag printer;1;Zebra;S4M;03J124201683;Counter Checkin D22;;
;Bagtag printer;1;Zebra;S4M;03J124300518;Counter Checkin D23;;
;Bagtag printer;1;Zebra;S4M;03J124201660;Counter Checkin D24;;
;;;;;;;;
;Bagtag printer;1;Zebra;S4M;03J124201523;Ruang Stanby APPS (1);;
;;;;;;;;
;;;;;;;;
14;UPS 1500VA;1;;;CLUL1K5AB1395 (down);Ruang Stanby APPS (2/rusak);Lagi  di chek Keberadaannya (1);
;UPS 1500VA;1;;;CLUL1K5AB1359 (down);;;
;UPS 1500VA;1;;;CLUD1K5AC093;Meja Stanby Island B (1);;
;UPS 1500VA;1;;;CLUD1K5AC133;Meja Stanby Island C (9);;
;UPS 1500VA;1;;;CLUL1K5AB1355;;;
;UPS 1500VA;1;;;CLUD1K5AC137;;;
;UPS 1500VA;1;;;CLUL1K5AB1357;Transfer Desk/Transit (1);;
;UPS 1500VA;1;;;CLUD1K5AC116;Ruang FIDS (1);;
;;;;;;;;
;;;;;;;;
;UPS 1500VA;1;;;CLUL1K5AB1376;Counter Checkin A1;;
;UPS 1500VA;1;;;CLUD1K5AC124;A2;;
;UPS 1500VA;1;;;CLUD1K5AC105;A3;;
;UPS 1500VA;1;;;CLUD1K5AC132;A4;;
;UPS 1500VA;1;;;CLUD1K5AC099;A5;;
;UPS 1500VA;1;;;CLUD1K5AC141;A6;;
;UPS 1500VA;1;;;CLUD1K5AC138;A7;;
;UPS 1500VA;1;;;CLUL1K5AB1371;A8;;
;UPS 1500VA;1;;;CLUD1K5AC136;A9;;
;UPS 1500VA;1;;;CLUL1K5AB1396;A10;;
;UPS 1500VA;1;;;CLUL1K5AB1383;A11;;
;UPS 1500VA;1;;;CLUD1K5AC095;A14;;
;UPS 1500VA;1;;;CLUL1K5AB1364;A15;;
;UPS 1500VA;1;;;CLUL1K5AB1367;A16;;
;UPS 1500VA;1;;;CLUD1K5AC103;A17;;
;UPS 1500VA;1;;;CLUL1K5AB1380;A18;;
;UPS 1500VA;1;;;CLUD1K5AC121;A19;;
;UPS 1500VA;1;;;CLUL1K5AB1397;A20;;
;UPS 1500VA;1;;;CLUD1K5AC088;A21;;
;UPS 1500VA;1;;;CLUL1K5AB1377;A22;;
;UPS 1500VA;1;;;CLUL1K5AB1385;A23;;
;UPS 1500VA;1;;;CLUD1K5AC135;B1;;
;UPS 1500VA;1;;;CLUD1K5AC130;B2;;
;UPS 1500VA;1;;;CLUD1K5AC092;B3;;
;UPS 1500VA;1;;;CLUL1K5AB1372;B4;;
;UPS 1500VA;1;;;CLUD1K5AC143;B5;;
;UPS 1500VA;1;;;CLUD1K5AC112;B6;;
;UPS 1500VA;1;;;CLUL1K5AB1361;B7;;
;UPS 1500VA;1;;;CLUD1K5AC131;B8;;
;UPS 1500VA;1;;;CLUD1K5AC094;B9;;
;UPS 1500VA;1;;;CLUD1K5AC089;B10;;
;UPS 1500VA;1;;;CLUL1K5AB1362;B11;;
;UPS 1500VA;1;;;CLUL1K5AB1378;B14;;
;UPS 1500VA;1;;;CLUD1K5AC090;B15;;
;UPS 1500VA;1;;;CLUD1K5AC106;B16;;
;UPS 1500VA;1;;;CLUL1K5AB1386;B17;;
;UPS 1500VA;1;;;CLUD1K5AC085;B18;;
;UPS 1500VA;1;;;CLUL1K5AB1390;B19;;
;UPS 1500VA;1;;;CLUD1K5AC128;B20;;
;UPS 1500VA;1;;;CLUD1K5AC087;B21;;
;UPS 1500VA;1;;;CLUD1K5AC122;B22;;
;UPS 1500VA;1;;;CLUD1K5AC117;B23;;
;UPS 1500VA;1;;;CLUL1K5AB1398;B24;;
;UPS 1500VA;1;;;CLUD1K5AC120;C1;;
;UPS 1500VA;1;;;CLUD1K5AC115;C2;;
;UPS 1500VA;1;;;CLUL1K5AB1354;C3;;
;UPS 1500VA;1;;;CLUD1K5AC125;C4;;
;UPS 1500VA;1;;;CLUL1K5AB1363;C5;;
;UPS 1500VA;1;;;CLUD1K5AC086;C6;;
;UPS 1500VA;1;;;CLUD1K5AC110;C7;;
;UPS 1500VA;1;;;CLUD1K5AC102;C8;;
;UPS 1500VA;1;;;CLUL1K5AB1379;C9;;
;UPS 1500VA;1;;;CLUD1K5AC124;C10;;
;UPS 1500VA;1;;;CLUL1K5AB1394;C11;;
;UPS 1500VA;1;;;CLUD1K5AC111;C14;;
;UPS 1500VA;1;;;CLUL1K5AB1384;C15;;
;UPS 1500VA;1;;;CLUD1K5AC123;C16;;
;UPS 1500VA;1;;;CLUD1K5AC107;C17;;
;UPS 1500VA;1;;;CLUL1K5AB1368;C18;;
;UPS 1500VA;1;;;CLUL1K5AB1375;C19;;
;UPS 1500VA;1;;;CLUL1K5AB1373;C20;;
;UPS 1500VA;1;;;CLUL1K5AB1360;C21;;
;UPS 1500VA;1;;;CLUL1K5AB1389;C22;;
;UPS 1500VA;1;;;CLUL1K5AB1369;C23;;
;UPS 1500VA;1;;;CLUD1K5AC096;C24;;
;UPS 1500VA;1;;;CLUL1K5AB1365;D1;;
;UPS 1500VA;1;;;CLUD1K5AC109;D2;;
;UPS 1500VA;1;;;CLUD1K5AC140;D3;;
;UPS 1500VA;1;;;CLUL1K5AB1356;D4;;
;UPS 1500VA;1;;;CLUD1K5AC114;D5;;
;UPS 1500VA;1;;;CLUD1K5AC100;D6;;
;UPS 1500VA;1;;;CLUL1K5AB1391;D7;;
;UPS 1500VA;1;;;CLUL1K5AB1366;D8;;
;UPS 1500VA;1;;;CLUD1K5AC118;D9;;
;UPS 1500VA;1;;;CLUL1K5AB1370;D10;;
;UPS 1500VA;1;;;CLUL1K5AB1392;D14;;
;UPS 1500VA;1;;;CLUL1K5AB1388;D15;;
;UPS 1500VA;1;;;CLUD1K5AC101;D16;;
;UPS 1500VA;1;;;CLUL1K5AB1374;D17;;
;UPS 1500VA;1;;;CLUD1K5AC091;D18;;
;UPS 1500VA;1;;;CLUD1K5AC098;D19;;
;UPS 1500VA;1;;;CLUL1K5AB1393;D20;;
;UPS 1500VA;1;;;CLUD1K5AC108;D21;;
;UPS 1500VA;1;;;CLUL1K5AB1387;D22;;
;UPS 1500VA;1;;;CLUD1K5AC125;D23;;
;UPS 1500VA;1;;;CLUD1K5AC134;D24;;
;;;;;;;;
;;;;;;;;
;UPS 1500VA;1;;;CLUD1K5AC097;GATE 1;;
;UPS 1500VA;1;;;CLUL1K5AB1358;GATE2;;
;UPS 1500VA;1;;;CLUD1K5AC113;GATE 3;;
;UPS 1500VA;1;;;CLUD1K5AC119;GATE 5;;
;UPS 1500VA;1;;;CLUD1K5AC104;GATE 6;;
;UPS 1500VA;1;;;CLUD1K5AC139;GATE 7;;
;UPS 1500VA;1;;;CLUD1K5AC127;GATE 8;;
;UPS 1500VA;1;;;CLUL1K5AB1381;GATE 9;;
;UPS 1500VA;1;;;CLUD1K5AC142;GATE 10;;
;UPS 1500VA;1;;;CLUL1K5AB1382;GATE 11;;
;;;;;;;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY024970;GATE 1;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY034670;GATE 2;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY020862;GATE 3;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY030538;GATE 4;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY030895;GATE 5;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY031757;GATE 6;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY020835;GATE 7;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY030952;GATE 8;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY030749;GATE 9;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY034692;GATE 10;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY030882;GATE 11;;
;;;;;;;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY140447;Ruang Stanby APPS (1);;
;;;;;;;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY140268;Meja Stanby Island B (1);;
;;;;;;;;
;Dotmatrix printer;1;Epson;LX-310;Q7FY030711;Epson Service Center Medan (1);;
;;;;;;;;
;Dotmatrix printer;1;Epson;LX-300+II;G8QY055808;Transit (1);;
;;;;;;;;
16;Automatic Gate;12;KABA;;;Pintu boarding lantai 2;;
;;;;;;;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003060;Counter Checkin A1;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003090;A2;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003081;A3;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003089;A4;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003131;A5;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003123;A14;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003111;A15;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003116;A16;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003061;B1;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003058;B2;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003069;B3;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003077;B4;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003057;B5;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003087;B6;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003068;B7;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003095;B10;;
;Printer Garuda;1;Epson;TM-L500a;NZ4F003129;B11;;
;;;;;;;;
;Printer Garuda;1;;;NZ4F003112;Epson Service Center Medan ;;
;Printer Garuda;1;;;NZ4F003105;Epson Service Center Medan ;;
;Printer Garuda;1;;;NZ4F003124;Epson Service Center Medan ;;
;;;;;;;;
;;;;;;;;
;Printer Garuda;1;;;NZ4F003184;Ruang Stanby APPS ;;
;Printer Garuda;1;;;NZ4F003155;Ruang Stanby APPS ;;
;Printer Garuda;1;;;NZ4F003158;Ruang Stanby APPS ;;
;Printer Garuda;1;;;NZ4F003157;Ruang Stanby APPS ;;
;Printer Garuda;1;;;NZ4F003183;Ruang Stanby APPS ;;
;;;;;;;;
