No.,Data perangkat,Unit,Merk,Tipe,S/N,Lokasi,Data Pemeliharaan,IP
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
15,Dotmatrix printer,15,Epson,LX-310 LX-300+II,Q7FY024970 Q7FY034670 Q7FY020862 Q7FY030538 Q7FY030895 Q7FY031757 Q7FY020835 Q7FY030952 Q7FY030749 Q7FY034692 Q7FY030882 Q7FY140447 Q7FY140268 Q7FY030711 G8QY055808,Boarding Gate (11) GATE 1 GATE 2 GATE 3 GATE 4 GATE 5 GATE 6 GATE 7 GATE 8 GATE 9 GATE 10 GATE 11 Ruang Stanby APPS (1) Meja Stanby Island B (1) Epson Service Center Medan (1) Transit (1),,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
16,Automatic Gate,12,KABA,,,Pintu boarding lantai 2,,
,,,,,,,,
17,Printer Garuda,25,Epson,TM-L500a,NZ4F003060 NZ4F003090 NZ4F003081 NZ4F003089 NZ4F003131 NZ4F003123 NZ4F003111 NZ4F003116 NZ4F003061 NZ4F003058 NZ4F003069 NZ4F003077 NZ4F003057 NZ4F003087 NZ4F003068 NZ4F003095 NZ4F003129 NZ4F003112 NZ4F003105 NZ4F003124 NZ4F003184 NZ4F003155 NZ4F003158 NZ4F003157 NZ4F003183,Counter Checkin (17) A1 A2 A3 A4 A5 A14 A15 A16 B1 B2 B3 B4 B5 B6 B7 B10 B11 Epson Service Center Medan (3) Ruang Stanby APPS (5),,
